location,bhk,total_sqft,bath,price
KASAVANHALLI,2,1245.0,2.0,80.0
KASAVANHALLI,3,2035.0,3.0,142.0
KASAVANHALLI,3,1747.0,3.0,110.0
KASAVANHALLI,2,1377.0,2.0,80.0
KASAVANHALLI,2,1181.0,2.0,61.0
KASAVANHALLI,2,1121.0,2.0,75.0
KASTURI NAGAR,3,1925.0,3.0,125.0
KASTURI NAGAR,2,1567.0,2.0,92.0
KASTURI NAGAR,2,1080.0,2.0,80.0
KASTURI NAGAR,2,1101.0,2.0,65.0
KASTURI NAGAR,4,1896.0,3.0,125.0
KASTURI NAGAR,2,1100.0,2.0,58.0
KASTURI NAGAR,3,1570.0,3.0,110.0
KASTURI NAGAR,2,1000.0,2.0,58.0
KASTURI NAGAR,2,1101.0,2.0,66.0
KASTURI NAGAR,4,2507.0,4.0,155.0
KATHRIGUPPE,3,1400.0,2.0,77.0
KATHRIGUPPE,3,1250.0,2.0,68.75
KATHRIGUPPE,3,1245.0,2.0,68.48
KATHRIGUPPE,3,1350.0,2.0,87.01
KATHRIGUPPE,3,1350.0,2.0,80.99
KATHRIGUPPE,3,1365.0,2.0,75.08
KATHRIGUPPE,3,1300.0,3.0,77.99
KATHRIGUPPE,3,1350.0,2.0,80.99
KATHRIGUPPE,3,1390.0,2.0,76.45
KATHRIGUPPE,3,1350.0,3.0,78.3
KATHRIGUPPE,3,1250.0,2.0,68.75
KATHRIGUPPE,3,1335.0,2.0,73.43
KATHRIGUPPE,3,1300.0,3.0,77.99
KATHRIGUPPE,3,1335.0,2.0,73.43
KATHRIGUPPE,3,1350.0,3.0,80.99
KATHRIGUPPE,2,1250.0,2.0,68.75
KAVAL BYRASANDRA,2,1200.0,2.0,52.0
KAVAL BYRASANDRA,2,1020.0,2.0,52.0
KAVAL BYRASANDRA,2,1200.0,2.0,49.5
KAVAL BYRASANDRA,2,945.0,2.0,50.0
KAVAL BYRASANDRA,2,1060.0,2.0,45.0
KAVAL BYRASANDRA,2,1100.0,2.0,46.0
KAVAL BYRASANDRA,2,1185.0,2.0,49.0
KAVAL BYRASANDRA,2,997.0,2.0,53.0
KAVAL BYRASANDRA,2,1060.0,2.0,42.0
KAVAL BYRASANDRA,1,480.0,1.0,25.0
KAVAL BYRASANDRA,2,1125.0,2.0,41.5
KAVAL BYRASANDRA,2,1180.0,2.0,60.0
KAVAL BYRASANDRA,3,1450.0,3.0,75.0
KAVAL BYRASANDRA,2,1066.0,2.0,55.0
KAVAL BYRASANDRA,2,1025.0,2.0,60.0
KAVAL BYRASANDRA,3,1400.0,3.0,75.0
KENCHENAHALLI,2,1015.0,2.0,58.0
KENCHENAHALLI,1,715.0,1.0,45.0
KENCHENAHALLI,2,1150.0,2.0,58.0
KENCHENAHALLI,3,1280.0,2.0,69.0
KENCHENAHALLI,2,870.0,1.0,45.0
KENCHENAHALLI,2,1150.0,2.0,60.0
KENCHENAHALLI,1,700.0,1.0,35.0
KENCHENAHALLI,2,1060.0,2.0,52.0
KENCHENAHALLI,2,1150.0,2.0,57.0
KENCHENAHALLI,3,1720.0,3.0,100.0
KENCHENAHALLI,2,1015.0,2.0,60.0
KENGERI,2,750.0,2.0,38.0
KENGERI,2,1197.0,2.0,50.0
KENGERI,2,1200.0,2.0,58.0
KENGERI,2,726.0,2.0,31.0
KENGERI,2,1025.0,2.0,57.0
KENGERI,3,1082.0,2.0,49.0
KENGERI,2,750.0,2.0,36.0
KENGERI,2,963.0,2.0,40.0
KENGERI,2,726.0,2.0,35.0
KENGERI,1,416.0,1.0,19.5
KENGERI,2,900.0,2.0,45.0
KENGERI,1,502.0,1.0,25.0
KENGERI,3,1200.0,3.0,67.0
KENGERI,2,725.0,2.0,30.0
KENGERI,1,500.0,1.0,17.0
KENGERI,1,540.0,1.0,22.5
KENGERI,2,750.0,2.0,35.5
KENGERI,3,1741.0,3.0,80.0
KENGERI,2,1200.0,2.0,58.0
KENGERI,2,750.0,2.0,36.5
KENGERI,1,416.0,1.0,18.0
KENGERI,2,883.0,2.0,49.0
KENGERI,2,1052.0,2.0,51.0
KENGERI,2,1220.0,2.0,63.0
KENGERI,1,1150.0,1.0,52.0
KENGERI,2,1192.0,2.0,53.5
KENGERI,2,750.0,2.0,40.0
KENGERI,2,1035.0,2.0,51.5
KENGERI,8,3000.0,5.0,130.0
KENGERI,1,410.0,1.0,15.0
KENGERI,1,416.0,1.0,17.19
KENGERI,5,2500.0,4.0,100.0
KENGERI,1,550.0,1.0,16.75
KENGERI SATELLITE TOWN,2,890.0,2.0,35.0
KENGERI SATELLITE TOWN,2,883.0,2.0,45.0
KENGERI SATELLITE TOWN,3,1415.0,2.0,66.0
KENGERI SATELLITE TOWN,1,930.0,1.0,30.0
KENGERI SATELLITE TOWN,3,1635.0,2.0,78.0
KENGERI SATELLITE TOWN,2,1050.0,2.0,43.0
KENGERI SATELLITE TOWN,2,1007.0,2.0,42.0
KENGERI SATELLITE TOWN,2,635.0,1.0,22.0
KENGERI SATELLITE TOWN,2,818.0,2.0,26.0
KENGERI SATELLITE TOWN,2,1030.0,2.0,50.0
KENGERI SATELLITE TOWN,2,1200.0,2.0,65.0
KENGERI SATELLITE TOWN,2,795.0,2.0,32.0
KENGERI SATELLITE TOWN,2,1303.0,2.0,44.285
KENGERI SATELLITE TOWN,2,800.0,2.0,40.0
KENGERI SATELLITE TOWN,1,654.0,1.0,22.0
KENGERI SATELLITE TOWN,2,1060.0,2.0,42.0
KENGERI SATELLITE TOWN,2,750.0,2.0,33.0
KENGERI SATELLITE TOWN,2,920.0,2.0,39.0
KENGERI SATELLITE TOWN,2,985.0,2.0,42.0
KENGERI SATELLITE TOWN,1,410.0,1.0,15.0
KENGERI SATELLITE TOWN,2,1120.0,2.0,49.0
KENGERI SATELLITE TOWN,2,1110.0,2.0,43.0
KENGERI SATELLITE TOWN,2,1170.0,2.0,50.0
KENGERI SATELLITE TOWN,2,777.4,2.0,25.0
KENGERI SATELLITE TOWN,2,800.0,2.0,32.0
KEREGUDDADAHALLI,2,950.0,2.0,32.0
KEREGUDDADAHALLI,3,1400.0,2.0,48.0
KEREGUDDADAHALLI,2,800.0,2.0,28.0
KEREGUDDADAHALLI,2,904.0,2.0,30.0
KEREGUDDADAHALLI,2,1000.0,2.0,30.0
KEREGUDDADAHALLI,3,1240.0,3.0,41.0
KEREGUDDADAHALLI,1,600.0,1.0,19.5
KEREGUDDADAHALLI,2,1080.0,2.0,32.0
KEREGUDDADAHALLI,2,1000.0,2.0,34.0
KEREGUDDADAHALLI,2,1015.0,2.0,35.0
KODICHIKKANAHALLI,3,1190.0,2.0,57.0
KODICHIKKANAHALLI,2,995.0,2.0,41.0
KODICHIKKANAHALLI,3,1495.0,2.0,75.0
KODICHIKKANAHALLI,2,1125.0,2.0,52.0
KODICHIKKANAHALLI,2,1150.0,2.0,48.0
KODICHIKKANAHALLI,2,1070.0,2.0,43.0
KODICHIKKANAHALLI,3,1620.0,2.0,85.0
KODICHIKKANAHALLI,2,1026.0,2.0,45.0
KODICHIKKANAHALLI,1,450.0,1.0,18.0
KODICHIKKANAHALLI,2,907.0,2.0,38.5
KODICHIKKANAHALLI,2,1181.0,2.0,57.0
KODICHIKKANAHALLI,2,900.0,2.0,42.0
KODICHIKKANAHALLI,3,1400.0,3.0,66.0
KODICHIKKANAHALLI,2,976.0,2.0,50.0
KODICHIKKANAHALLI,5,2700.0,4.0,125.0
KODICHIKKANAHALLI,2,1299.0,2.0,58.0
KODIGEHAALI,2,1166.0,2.0,55.0
KODIGEHAALI,3,1320.0,3.0,65.0
KODIGEHAALI,2,1117.0,2.0,56.0
KODIGEHAALI,2,1200.0,2.0,55.0
KODIGEHAALI,2,1200.0,2.0,60.0
KODIGEHAALI,3,2120.0,3.0,177.0
KODIGEHAALI,2,1013.0,2.0,51.0
KODIGEHAALI,3,1324.0,3.0,65.0
KODIGEHAALI,2,965.0,2.0,38.0
KODIGEHAALI,2,866.0,2.0,32.0
KODIGEHAALI,3,1442.0,3.0,80.0
KODIGEHALLI,2,1270.0,2.0,98.0
KODIGEHALLI,2,1200.0,2.0,48.0
KODIGEHALLI,1,655.0,1.0,53.0
KODIGEHALLI,3,1820.0,3.0,150.0
KODIGEHALLI,2,635.0,1.0,28.0
KODIGEHALLI,3,1200.0,4.0,156.0
KODIHALLI,4,3252.0,5.0,335.0
KODIHALLI,3,2700.0,4.0,270.0
KODIHALLI,3,2392.0,4.0,260.0
KODIHALLI,3,2408.0,4.0,260.0
KODIHALLI,3,2500.0,4.0,260.0
KODIHALLI,3,1620.0,3.0,130.0
KODIHALLI,4,3260.0,5.0,388.0
KODIHALLI,4,3197.0,5.0,335.0
KODIHALLI,2,1490.0,2.0,150.0
KOGILU,3,1909.0,3.0,88.0
KOGILU,2,1170.0,2.0,51.99
KOGILU,2,650.0,2.0,28.0
KOGILU,2,1140.0,2.0,50.66
KOGILU,2,1200.0,2.0,53.33
KOGILU,3,1934.0,3.0,150.0
KOGILU,1,540.0,1.0,36.0
KOGILU,3,1559.0,3.0,127.0
KOGILU,2,1190.0,2.0,50.66
KOGILU,2,1140.0,2.0,50.66
KOGILU,3,1559.0,3.0,120.0
KOGILU,1,700.0,1.0,30.84
KOGILU,2,1250.0,2.0,55.55
KOGILU,2,952.0,2.0,49.0
KOGILU,7,2456.0,7.0,85.0
KONANAKUNTE,3,2791.0,3.0,223.0
KONANAKUNTE,2,884.0,1.0,58.0
KONANAKUNTE,4,1200.0,4.0,125.0
KONANAKUNTE,4,1200.0,2.0,130.0
KONANAKUNTE,3,2400.0,2.0,180.0
KONANAKUNTE,3,1423.0,2.0,85.0
KORAMANGALA,2,1320.0,2.0,165.0
KORAMANGALA,2,1253.0,2.0,102.0
KORAMANGALA,3,1580.0,3.0,160.0
KORAMANGALA,4,3500.0,5.0,425.0
KORAMANGALA,2,1005.0,1.0,110.0
KORAMANGALA,3,2292.0,4.0,275.0
KORAMANGALA,2,1290.0,2.0,100.0
KORAMANGALA,2,1300.0,2.0,110.0
KORAMANGALA,2,1325.0,2.0,119.0
KORAMANGALA,2,1140.0,2.0,75.2
KORAMANGALA,2,1260.0,2.0,100.0
KORAMANGALA,3,1975.0,3.0,210.0
KORAMANGALA,2,1900.0,2.0,200.0
KORAMANGALA,3,2292.0,3.0,286.0
KORAMANGALA,3,2300.0,3.0,290.0
KORAMANGALA,2,1320.0,2.0,150.0
KORAMANGALA,2,1320.0,2.0,110.0
KORAMANGALA,4,5985.0,4.0,775.0
KORAMANGALA,3,2246.0,3.0,300.0
KORAMANGALA,2,1300.0,2.0,82.0
KORAMANGALA,2,1083.0,2.0,100.0
KORAMANGALA,3,1744.0,3.0,200.0
KORAMANGALA,2,1180.0,2.0,128.0
KORAMANGALA,2,1320.0,2.0,160.0
KORAMANGALA,2,1370.0,2.0,125.0
KORAMANGALA,2,1100.0,2.0,85.0
KORAMANGALA,2,1249.0,2.0,165.0
KORAMANGALA,2,1200.0,2.0,100.0
KORAMANGALA,3,2223.0,3.0,300.0
KORAMANGALA,3,1744.0,4.0,210.0
KORAMANGALA,3,1866.0,4.0,245.0
KORAMANGALA,2,1350.0,2.0,103.0
KORAMANGALA,4,6000.0,4.0,625.0
KORAMANGALA,3,1710.0,3.0,210.0
KORAMANGALA,2,1355.0,2.0,95.0
KORAMANGALA,3,1600.0,3.0,170.0
KORAMANGALA,2,1260.0,2.0,100.0
KOTHANNUR,2,1206.0,2.0,48.23
KOTHANNUR,2,1100.0,2.0,40.0
KOTHANNUR,2,1197.0,2.0,47.88
KOTHANNUR,2,1197.0,2.0,47.8
KOTHANNUR,2,1070.0,2.0,42.79
KOTHANNUR,2,1070.0,2.0,38.6
KOTHANNUR,3,1485.0,2.0,59.4
KOTHANNUR,3,1215.0,2.0,48.6
KOTHANNUR,3,1404.0,2.0,56.15
KOTHANUR,2,1200.0,2.0,51.0
KOTHANUR,3,2400.0,2.0,150.0
KOTHANUR,3,1828.0,3.0,110.0
KOTHANUR,2,1186.0,2.0,58.0
KOTHANUR,3,1847.0,3.0,105.0
KOTHANUR,5,9600.0,5.0,550.0
KOTHANUR,3,1435.0,3.0,70.0
KOTHANUR,2,1187.0,2.0,58.0
KOTHANUR,3,1847.0,3.0,110.0
KOTHANUR,3,1460.0,3.0,71.0
KOTHANUR,2,1185.0,2.0,59.0
KOTHANUR,3,1436.0,3.0,70.0
KOTHANUR,3,1462.0,3.0,71.0
KOTHANUR,3,1790.0,3.0,105.0
KOTHANUR,2,1070.0,2.0,45.5
KOTHANUR,2,1145.0,2.0,56.0
KOTHANUR,4,3401.0,5.0,230.0
KOTHANUR,2,1455.0,2.0,69.0
KOTHANUR,1,627.0,1.0,30.0
KOTHANUR,2,1302.0,2.0,68.5
KOTHANUR,3,1760.0,3.0,111.0
KOTHANUR,2,1185.0,2.0,58.0
KOTHANUR,1,1500.0,1.0,75.0
KOTHANUR,2,1075.0,2.0,53.0
KOTHANUR,3,1790.0,3.0,97.0
KOTHANUR,4,2700.0,4.0,175.0
KOTHANUR,3,1786.0,2.0,106.0
KOTHANUR,3,1787.0,3.0,107.0
KOTHANUR,2,1141.0,2.0,54.0
KOTHANUR,3,1760.0,3.0,110.0
KOTHANUR,2,1160.0,2.0,57.0
KOTHANUR,2,1095.0,2.0,55.0
KOTHANUR,2,1142.0,2.0,56.0
KOTHANUR,2,1074.0,2.0,54.0
KOTHANUR,2,1285.0,2.0,60.0
KOTHANUR,2,1075.0,2.0,53.0
KOTHANUR,2,1140.0,2.0,56.0
KOTHANUR,2,1400.0,2.0,70.0
KOTHANUR,2,1140.0,2.0,56.0
KOTHANUR,3,1787.0,3.0,120.0
KOTHANUR,2,1185.0,2.0,59.0
KOTHANUR,2,1130.0,2.0,55.0
KOTHANUR,2,1094.0,2.0,54.0
KOTHANUR,3,1170.0,3.0,80.0
KOTHANUR,2,1400.0,2.0,65.0
KOTHANUR,2,1195.0,2.0,59.0
KOTHANUR,3,1790.0,3.0,120.0
KOTHANUR,3,1454.0,3.0,71.5
KR PURAM,2,1278.0,2.0,56.8
KR PURAM,2,930.0,2.0,39.0
KR PURAM,2,1155.0,2.0,42.74
KR PURAM,2,1225.0,2.0,46.55
KR PURAM,2,1100.0,2.0,47.0
KR PURAM,2,1200.0,2.0,71.0
KR PURAM,2,750.0,2.0,25.0
KR PURAM,2,1015.0,2.0,43.0
KR PURAM,2,1470.0,2.0,86.0
KR PURAM,1,714.0,1.0,28.0
KR PURAM,2,1142.0,2.0,51.0
KR PURAM,2,1115.0,2.0,33.45
KR PURAM,2,1021.0,2.0,48.0
KR PURAM,3,1559.0,3.0,69.315
KR PURAM,2,1035.0,2.0,40.5
KR PURAM,2,1550.0,2.0,71.0
KR PURAM,2,1193.0,2.0,51.22
KR PURAM,2,1100.0,2.0,46.0
KR PURAM,2,1290.0,2.0,49.02
KR PURAM,2,1100.0,2.0,43.0
KR PURAM,2,950.0,2.0,40.0
KR PURAM,2,1156.0,2.0,72.0
KR PURAM,2,1000.0,2.0,60.0
KR PURAM,2,1001.0,2.0,30.0
KR PURAM,2,750.0,2.0,40.0
KR PURAM,6,2000.0,6.0,85.0
KR PURAM,2,1000.0,2.0,44.5
KR PURAM,2,1200.0,2.0,47.0
KR PURAM,2,1200.0,1.0,65.0
KR PURAM,2,1076.0,2.0,67.0
KR PURAM,2,1140.0,2.0,43.32
KR PURAM,6,4300.0,6.0,175.0
KR PURAM,2,1200.0,2.0,42.0
KR PURAM,2,1040.0,2.0,50.0
KR PURAM,4,1200.0,4.0,83.0
KR PURAM,2,734.0,2.0,22.0
KR PURAM,2,1120.0,2.0,36.0
KR PURAM,2,1150.0,2.0,42.0
KR PURAM,9,4600.0,9.0,200.0
KR PURAM,2,1050.0,2.0,55.0
KR PURAM,2,1057.0,2.0,30.0
KR PURAM,2,1085.0,2.0,46.5
KR PURAM,3,1700.0,3.0,105.0
KR PURAM,2,1200.0,2.0,72.0
KR PURAM,4,3628.0,4.0,246.0
KR PURAM,2,2000.0,2.0,75.0
KR PURAM,2,1100.0,2.0,45.0
KR PURAM,2,1035.0,2.0,40.0
KR PURAM,2,1116.0,2.0,45.0
KR PURAM,2,1290.0,2.0,69.0
KR PURAM,3,1300.0,2.0,57.0
KR PURAM,2,866.28,2.0,36.38
KR PURAM,2,1096.0,2.0,43.0
KR PURAM,2,1204.0,2.0,58.0
KR PURAM,1,700.0,1.0,21.5
KR PURAM,2,1205.0,2.0,45.79
KR PURAM,3,1827.0,3.0,97.0
KR PURAM,2,1075.0,2.0,32.25
KR PURAM,2,1100.0,2.0,39.9
KR PURAM,7,2800.0,6.0,110.0
KR PURAM,2,1020.0,2.0,39.0
KR PURAM,2,1200.0,2.0,75.0
KR PURAM,2,1245.0,2.0,60.0
KUDLU,2,1152.0,2.0,53.5
KUDLU,2,1027.0,2.0,43.0
KUDLU,2,1092.0,2.0,44.0
KUDLU,2,1027.0,2.0,43.0
KUDLU,2,1143.0,2.0,55.0
KUDLU,2,1024.0,2.0,44.0
KUDLU,3,1600.0,3.0,79.0
KUDLU,2,1027.0,2.0,42.0
KUDLU,2,1076.0,2.0,50.0
KUDLU,2,1027.0,2.0,44.0
KUDLU,2,1084.0,2.0,53.0
KUDLU,2,1300.0,2.0,56.0
KUDLU,2,1027.0,2.0,44.0
KUDLU,3,1245.0,2.0,60.0
KUDLU,2,1027.0,2.0,44.0
KUDLU,2,1110.0,2.0,46.0
KUDLU,4,2100.0,3.0,114.0
KUDLU,1,720.0,1.0,33.0
KUDLU,2,1162.0,2.0,52.0
KUDLU,2,1041.0,2.0,53.0
KUDLU GATE,3,1535.0,3.0,83.0
KUDLU GATE,3,1535.0,3.0,85.0
KUDLU GATE,3,1535.0,3.0,86.0
KUDLU GATE,3,1564.0,2.0,92.0
KUDLU GATE,2,1238.0,2.0,55.0
KUDLU GATE,3,1335.0,3.0,89.0
KUDLU GATE,1,703.0,1.0,52.0
KUDLU GATE,3,1532.0,3.0,83.0
KUDLU GATE,2,1113.0,2.0,50.0
KUDLU GATE,2,1185.0,2.0,50.0
KUDLU GATE,2,1215.0,2.0,45.0
KUDLU GATE,2,812.0,2.0,38.25
KUDLU GATE,2,1547.0,2.0,103.0
KUDLU GATE,2,1336.0,2.0,86.0
KUDLU GATE,3,1919.0,3.0,121.0
KUDLU GATE,2,1464.0,3.0,56.0
KUDLU GATE,3,1850.0,3.0,120.0
KUDLU GATE,2,940.0,2.0,69.57
KUDLU GATE,2,1215.0,2.0,44.96
KUDLU GATE,2,1164.0,2.0,75.0
KUDLU GATE,2,1183.0,2.0,79.54
KUDLU GATE,3,1850.0,3.0,110.0
KUDLU GATE,2,1183.0,2.0,79.54
KUDLU GATE,2,1200.0,2.0,44.4
KUDLU GATE,2,1310.0,2.0,53.0
KUMARASWAMI LAYOUT,4,2000.0,4.0,139.0
KUMARASWAMI LAYOUT,2,1000.0,2.0,48.5
KUMARASWAMI LAYOUT,2,1000.0,2.0,58.0
KUMARASWAMI LAYOUT,7,2400.0,7.0,125.0
KUMARASWAMI LAYOUT,3,2400.0,2.0,125.0
KUMARASWAMI LAYOUT,3,1310.0,2.0,70.0
KUMARASWAMI LAYOUT,1,850.0,1.0,78.0
KUMARASWAMI LAYOUT,7,3200.0,7.0,150.0
KUMARASWAMI LAYOUT,3,1310.0,2.0,85.0
KUMARASWAMI LAYOUT,4,2450.0,3.0,110.0
KUMARASWAMI LAYOUT,7,3100.0,7.0,145.0
KUMARASWAMI LAYOUT,3,1200.0,3.0,75.0
KUMARASWAMI LAYOUT,2,1081.0,2.0,60.0
KUNDALAHALLI,3,1724.0,3.0,125.0
KUNDALAHALLI,2,1030.0,2.0,49.0
KUNDALAHALLI,2,735.0,2.0,57.99
KUNDALAHALLI,2,1047.0,2.0,82.0
KUNDALAHALLI,3,1397.0,3.0,105.0
KUNDALAHALLI,3,1724.0,3.0,127.0
KUNDALAHALLI,2,1010.0,2.0,49.27
KUNDALAHALLI,3,1397.0,3.0,110.0
KUNDALAHALLI,3,1397.0,3.0,104.0
KUNDALAHALLI,3,1397.0,3.0,108.0
KUNDALAHALLI,3,1920.0,3.0,150.0
KUNDALAHALLI,3,1724.0,3.0,124.0
KUNDALAHALLI,2,1047.0,2.0,84.0
KUNDALAHALLI,2,1047.0,2.0,83.0
KUNDALAHALLI,4,7000.0,4.0,550.0
KUNDALAHALLI,2,1120.0,2.0,53.76
KUNDALAHALLI,2,1047.0,2.0,82.62
KUNDALAHALLI,2,1047.0,2.0,91.0
KUNDALAHALLI,3,1724.0,3.0,146.0
KUNDALAHALLI,3,1600.0,3.0,170.0
KUNDALAHALLI,3,1724.0,3.0,125.0
KUNDALAHALLI,2,1010.0,2.0,48.27
KUNDALAHALLI,2,1047.0,2.0,89.0
KUNDALAHALLI,4,2500.0,5.0,245.0
KUNDALAHALLI,3,1397.0,3.0,105.0
KUNDALAHALLI,2,1047.0,2.0,72.0
KUNDALAHALLI,2,1260.0,2.0,58.0
KUNDALAHALLI,4,3092.0,4.0,230.0
KUNDALAHALLI,2,1065.0,2.0,70.0
KUNDALAHALLI,3,1724.0,3.0,146.0
KUNDALAHALLI,2,1047.0,2.0,91.0
KUNDALAHALLI,3,1724.0,3.0,128.0
KUNDALAHALLI,2,1315.0,2.0,74.0
KUNDALAHALLI,3,2100.0,3.0,150.0
KUNDALAHALLI,3,1724.0,3.0,125.0
KUNDALAHALLI,3,1724.0,3.0,140.0
KUNDALAHALLI,2,1175.0,2.0,65.0
LAGGERE,5,2800.0,5.0,125.0
LAGGERE,3,1200.0,3.0,130.0
LAGGERE,1,1200.0,1.0,125.0
LAGGERE,2,1200.0,2.0,75.0
LAGGERE,1,620.0,2.0,48.0
LAKSHMINARAYANA PURA,2,1185.0,2.0,75.0
LAKSHMINARAYANA PURA,3,1600.0,2.0,108.0
LAKSHMINARAYANA PURA,2,1180.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1172.0,2.0,82.0
LAKSHMINARAYANA PURA,2,1179.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1149.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1336.0,2.0,100.0
LAKSHMINARAYANA PURA,2,1175.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1190.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1200.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1200.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1165.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1145.0,2.0,75.0
LAKSHMINARAYANA PURA,3,1500.0,3.0,104.0
LAKSHMINARAYANA PURA,2,1210.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1169.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1200.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1172.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1172.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1180.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1200.0,2.0,83.0
LAKSHMINARAYANA PURA,2,1200.0,2.0,80.0
LAKSHMINARAYANA PURA,2,1195.0,2.0,75.0
LAKSHMINARAYANA PURA,2,1200.0,2.0,80.0
LB SHASTRI NAGAR,2,1043.0,2.0,55.0
LB SHASTRI NAGAR,2,1184.0,2.0,69.0
LB SHASTRI NAGAR,1,665.0,1.0,32.0
LB SHASTRI NAGAR,2,1250.0,2.0,48.5
LB SHASTRI NAGAR,3,1400.0,2.0,80.0
LB SHASTRI NAGAR,2,1184.0,2.0,62.0
LB SHASTRI NAGAR,2,1200.0,2.0,47.0
LB SHASTRI NAGAR,2,1200.0,2.0,75.0
LB SHASTRI NAGAR,2,1000.0,2.0,49.5
LINGADHEERANAHALLI,3,1521.0,3.0,95.0
LINGADHEERANAHALLI,3,1511.0,3.0,95.0
LINGADHEERANAHALLI,3,1683.0,3.0,109.0
LINGADHEERANAHALLI,3,1519.0,3.0,93.0
LINGADHEERANAHALLI,3,1521.0,3.0,94.99
LINGADHEERANAHALLI,3,1682.0,3.0,120.0
LINGADHEERANAHALLI,3,1521.0,3.0,94.71
LINGADHEERANAHALLI,3,1893.0,3.0,130.0
LINGADHEERANAHALLI,3,1705.0,3.0,110.0
LINGADHEERANAHALLI,4,2245.0,4.0,154.0
LINGADHEERANAHALLI,3,1682.0,3.0,113.0
LINGADHEERANAHALLI,3,1682.0,3.0,114.0
LINGADHEERANAHALLI,3,1506.0,3.0,95.0
LINGADHEERANAHALLI,3,1683.0,3.0,110.0
LINGADHEERANAHALLI,3,1684.0,3.0,120.0
LINGADHEERANAHALLI,4,2236.0,4.0,153.0
LINGADHEERANAHALLI,3,1894.0,4.0,114.0
LINGADHEERANAHALLI,4,2240.0,4.0,160.0
MAGADI ROAD,6,3600.0,6.0,141.0
MAGADI ROAD,2,1116.0,2.0,50.0
MAGADI ROAD,2,884.0,2.0,41.1
MAGADI ROAD,2,1005.0,2.0,55.78
MAGADI ROAD,2,1000.0,2.0,46.5
MAGADI ROAD,4,1500.0,2.0,93.0
MAGADI ROAD,2,1345.0,2.0,55.0
MAGADI ROAD,5,5000.0,6.0,360.0
MAGADI ROAD,2,1116.0,2.0,51.89
MAGADI ROAD,3,1052.0,2.0,60.0
MAGADI ROAD,2,940.0,2.0,50.0
MAGADI ROAD,3,1318.0,2.0,68.0
MAGADI ROAD,2,884.0,2.0,48.0
MAHADEVPURA,2,1150.0,2.0,52.0
MAHADEVPURA,2,1250.0,2.0,52.0
MAHADEVPURA,2,1260.0,2.0,57.6
MAHADEVPURA,1,730.0,1.0,35.0
MAHADEVPURA,3,1434.0,2.0,67.39
MAHADEVPURA,2,1146.0,2.0,53.8
MAHADEVPURA,2,1532.0,2.0,62.0
MAHADEVPURA,3,1620.0,2.0,76.0
MAHADEVPURA,2,1136.0,2.0,64.5
MAHADEVPURA,3,1400.0,2.0,65.8
MAHADEVPURA,2,1137.0,2.0,53.4
MAHADEVPURA,3,1601.0,3.0,95.0
MAHADEVPURA,3,1450.0,3.0,75.0
MAHADEVPURA,2,1152.0,2.0,54.0
MAHADEVPURA,2,1212.0,2.0,56.9
MAHADEVPURA,3,1505.0,3.0,78.0
MAHADEVPURA,3,1500.0,2.0,70.0
MAHADEVPURA,2,1236.0,2.0,58.0
MAHADEVPURA,2,1120.0,2.0,53.0
MAHALAKSHMI LAYOUT,4,1575.0,5.0,158.0
MAHALAKSHMI LAYOUT,2,1105.0,2.0,80.0
MAHALAKSHMI LAYOUT,4,1200.0,3.0,160.0
MAHALAKSHMI LAYOUT,3,1200.0,2.0,110.0
MAHALAKSHMI LAYOUT,3,1876.0,3.0,150.0
MALLASANDRA,3,1665.0,3.0,95.0
MALLASANDRA,3,1665.0,3.0,86.58
MALLASANDRA,2,1340.0,2.0,61.0
MALLASANDRA,2,1325.0,2.0,70.0
MALLASANDRA,3,1665.0,3.0,86.91
MALLASANDRA,2,1325.0,2.0,70.0
MALLASANDRA,2,905.0,2.0,40.0
MALLASANDRA,2,1325.0,2.0,65.0
MALLASANDRA,2,1325.0,2.0,73.0
MALLASANDRA,2,1565.0,2.0,69.0
MALLASANDRA,2,905.0,2.0,35.0
MALLASANDRA,3,1100.0,2.0,76.3
MALLESHPALYA,2,1140.0,2.0,46.5
MALLESHPALYA,2,1225.0,2.0,46.86
MALLESHPALYA,2,1052.0,2.0,50.0
MALLESHPALYA,3,1405.0,2.0,77.0
MALLESHPALYA,2,1065.0,2.0,50.0
MALLESHPALYA,2,1210.0,2.0,55.0
MALLESHPALYA,2,1060.0,2.0,40.0
MALLESHPALYA,3,1430.0,2.0,69.5
MALLESHPALYA,2,1421.0,2.0,90.0
MALLESHPALYA,2,1245.0,2.0,55.0
MALLESHPALYA,2,1200.0,2.0,46.0
MALLESHPALYA,2,1225.0,2.0,52.0
